area,item,element,year,unit,value
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),1990,kt,60.872
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),1990,kt,14.946
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),1990,kt,75.818
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),1991,kt,2.1389
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),1991,kt,0.0555
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),1991,kt,59.8892
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),1991,kt,14.7075
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),1991,kt,74.5967
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),1992,kt,2.232
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),1992,kt,0.0579
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),1992,kt,62.496
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),1992,kt,15.3435
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),1992,kt,77.8395
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),1993,kt,1.8997
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),1993,kt,0.0493
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),1993,kt,53.1916
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),1993,kt,13.0645
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),1993,kt,66.2561
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),1994,kt,1.9558
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),1994,kt,0.0507
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),1994,kt,54.7624
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),1994,kt,13.4355
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),1994,kt,68.1979
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),1995,kt,2.0073
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),1995,kt,0.052
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),1995,kt,56.2044
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),1995,kt,13.78
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),1995,kt,69.9844
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),1996,kt,2.1345
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),1996,kt,0.0553
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),1996,kt,59.766
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),1996,kt,14.6545
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),1996,kt,74.4205
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),1997,kt,2.1985
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),1997,kt,0.057
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),1997,kt,61.558
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),1997,kt,15.105
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),1997,kt,76.663
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),1998,kt,2.2087
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),1998,kt,0.0573
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),1998,kt,61.8436
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),1998,kt,15.1845
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),1998,kt,77.0281
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),1999,kt,1.9946
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),1999,kt,0.0517
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),1999,kt,55.8488
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),1999,kt,13.7005
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),1999,kt,69.5493
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),2000,kt,2.2529
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),2000,kt,0.0584
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),2000,kt,63.0812
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),2000,kt,15.476
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),2000,kt,78.5572
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),2001,kt,1.7658
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),2001,kt,0.0458
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),2001,kt,49.4424
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),2001,kt,12.137
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),2001,kt,61.5794
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),2002,kt,2.1555
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),2002,kt,0.0559
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),2002,kt,60.354
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),2002,kt,14.8135
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),2002,kt,75.1675
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),2003,kt,1.9826
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),2003,kt,0.0514
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),2003,kt,55.5128
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),2003,kt,13.621
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),2003,kt,69.1338
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),2004,kt,2.1492
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),2004,kt,0.0557
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),2004,kt,60.1776
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),2004,kt,14.7605
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),2004,kt,74.9381
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),2005,kt,2.0164
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),2005,kt,0.0523
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),2005,kt,56.4592
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),2005,kt,13.8595
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),2005,kt,70.3187
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),2006,kt,1.983
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),2006,kt,0.0514
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),2006,kt,55.524
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),2006,kt,13.621
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),2006,kt,69.145
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),2007,kt,1.9764
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),2007,kt,0.0512
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),2007,kt,55.3392
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),2007,kt,13.568
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),2007,kt,68.9072
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),2008,kt,2.2466
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),2008,kt,0.0582
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),2008,kt,62.9048
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),2008,kt,15.423
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),2008,kt,78.3278
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),2009,kt,1.9174
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),2009,kt,0.0497
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),2009,kt,53.6872
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),2009,kt,13.1705
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),2009,kt,66.8577
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),2010,kt,2.0937
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),2010,kt,0.0543
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),2010,kt,58.6236
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),2010,kt,14.3895
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),2010,kt,73.0131
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),2011,kt,2.1269
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),2011,kt,0.0551
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),2011,kt,59.5532
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),2011,kt,14.6015
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),2011,kt,74.1547
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),2012,kt,2.1514
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),2012,kt,0.0558
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),2012,kt,60.2392
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),2012,kt,14.787
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),2012,kt,75.0262
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),2013,kt,1.7437
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),2013,kt,0.0452
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),2013,kt,48.8236
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),2013,kt,11.978
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),2013,kt,60.8016
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),2014,kt,2.0906
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),2014,kt,0.0542
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),2014,kt,58.5368
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),2014,kt,14.363
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),2014,kt,72.8998
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),2015,kt,1.9786
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),2015,kt,0.0513
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),2015,kt,55.4008
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),2015,kt,13.5945
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),2015,kt,68.9953
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),2016,kt,1.9688
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),2016,kt,0.051
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),2016,kt,55.1264
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),2016,kt,13.515
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),2016,kt,68.6414
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),2017,kt,1.9354
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),2017,kt,0.0502
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),2017,kt,54.1912
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),2017,kt,13.303
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),2017,kt,67.4942
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),2018,kt,1.8878
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),2018,kt,0.0489
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),2018,kt,52.8584
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),2018,kt,12.9585
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),2018,kt,65.8169
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),2019,kt,1.9613
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),2019,kt,0.0508
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),2019,kt,54.9164
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),2019,kt,13.462
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),2019,kt,68.3784
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),2020,kt,1.498
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),2020,kt,0.0388
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),2020,kt,41.944
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),2020,kt,10.282
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),2020,kt,52.226
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),2021,kt,1.9332
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),2021,kt,0.0501
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),2021,kt,54.1296
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),2021,kt,13.2765
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),2021,kt,67.4061
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),2022,kt,1.9537
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),2022,kt,0.0507
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),2022,kt,54.7036
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),2022,kt,13.4355
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),2022,kt,68.1391
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CH4),2023,kt,1.8576
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (N2O),2023,kt,0.0482
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from CH4 (AR5),2023,kt,52.0128
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) from N2O (AR5),2023,kt,12.773
United Kingdom of Great Britain and Northern Ireland,Burning - Crop residues,Emissions (CO2eq) (AR5),2023,kt,64.7858
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1961,kt,1180.0774
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1961,kt,33042.1672
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1961,kt,33042.1672
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1962,kt,1128.0504
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1962,kt,31585.4112
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1962,kt,31585.4112
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1963,kt,1115.9882
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1963,kt,31247.6696
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1963,kt,31247.6696
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1964,kt,1109.8098
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1964,kt,31074.6744
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1964,kt,31074.6744
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1965,kt,1132.2577000000001
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1965,kt,31703.2156
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1965,kt,31703.2156
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1966,kt,1146.0592
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1966,kt,32089.6576
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1966,kt,32089.6576
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1967,kt,1147.1686
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1967,kt,32120.7208
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1967,kt,32120.7208
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1968,kt,1130.5425
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1968,kt,31655.19
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1968,kt,31655.19
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1969,kt,1135.6933
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1969,kt,31799.4124
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1969,kt,31799.4124
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1970,kt,1142.2587
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1970,kt,31983.2436
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1970,kt,31983.2436
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1971,kt,1154.4424
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1971,kt,32324.3872
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1971,kt,32324.3872
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1972,kt,1205.6628
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1972,kt,33758.5584
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1972,kt,33758.5584
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1973,kt,1275.8354
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1973,kt,35723.3912
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1973,kt,35723.3912
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1974,kt,1317.1058
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1974,kt,36878.9624
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1974,kt,36878.9624
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1975,kt,1285.1662
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1975,kt,35984.6536
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1975,kt,35984.6536
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1976,kt,1237.0136
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1976,kt,34636.3808
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1976,kt,34636.3808
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1977,kt,1154.9765
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1977,kt,32339.342
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1977,kt,32339.342
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1978,kt,1155.6176
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1978,kt,32357.2928
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1978,kt,32357.2928
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1979,kt,1159.9551
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1979,kt,32478.7428
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1979,kt,32478.7428
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1980,kt,1148.8726
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1980,kt,32168.4328
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1980,kt,32168.4328
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1981,kt,1134.341
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1981,kt,31761.548
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1981,kt,31761.548
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1982,kt,1144.9125
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1982,kt,32057.55
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1982,kt,32057.55
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1983,kt,1157.697
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1983,kt,32415.516
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1983,kt,32415.516
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1984,kt,1159.8606
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1984,kt,32476.0968
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1984,kt,32476.0968
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1985,kt,1140.9825
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),1985,kt,31947.51
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CO2eq) (AR5),1985,kt,31947.51
United Kingdom of Great Britain and Northern Ireland,Enteric Fermentation,Emissions (CH4),1986,kt,1220.8885
